##### Reconstructed absorption cross section spectrum (U6OH) ##### 
## Number of input transitions: 9
## Number of input geometries: 100
## Possible outliers (geometry id): 69
## Remove outliers?: TRUE
## Model: GMM-NEA 
## Number of mixtures (K): 2, 2, 2, 2, 2, 2, 2, 2, 2
## Model constraints (M): EEV, EVE, EEI, EII, EEI, EEE, VVI, VVI, VVI
## Date: 2022-03-09
wl_nm,sigma_cm2_full,sigma_cm2_full_lci,sigma_cm2_full_uci,sigma_cm2_Band_1,sigma_cm2_Band_1_lci,sigma_cm2_Band_1_uci,sigma_cm2_Band_2,sigma_cm2_Band_2_lci,sigma_cm2_Band_2_uci,sigma_cm2_Band_3,sigma_cm2_Band_3_lci,sigma_cm2_Band_3_uci,sigma_cm2_Band_4,sigma_cm2_Band_4_lci,sigma_cm2_Band_4_uci,sigma_cm2_Band_5,sigma_cm2_Band_5_lci,sigma_cm2_Band_5_uci,sigma_cm2_Band_6,sigma_cm2_Band_6_lci,sigma_cm2_Band_6_uci,sigma_cm2_Band_7,sigma_cm2_Band_7_lci,sigma_cm2_Band_7_uci,sigma_cm2_Band_8,sigma_cm2_Band_8_lci,sigma_cm2_Band_8_uci,sigma_cm2_Band_9,sigma_cm2_Band_9_lci,sigma_cm2_Band_9_uci
 258.840,1.04852e-18,1.80137e-19,1.78757e-19, 3.71894e-37, 3.71894e-37,3.81232e-31,6.19845e-24,6.12059e-24,1.81210e-22,1.47327e-20,1.12383e-20,1.52467e-20,5.63052e-20,3.04365e-20,3.33475e-20,3.03370e-19,1.23170e-19,7.51866e-20,4.34791e-19,9.91407e-20,1.23176e-19,1.83540e-19,7.10843e-20,9.23942e-20,4.82938e-20,3.62302e-20,3.41156e-20,7.47861e-21,5.59529e-21,9.14249e-21
 258.300,1.04426e-18,1.80428e-19,1.78750e-19, 2.75362e-37, 2.75362e-37,3.09769e-31,5.45521e-24,5.38960e-24,1.64942e-22,1.39873e-20,1.07833e-20,1.44313e-20,5.37779e-20,2.94631e-20,3.25426e-20,2.97471e-19,1.23734e-19,7.51454e-20,4.33891e-19,9.80618e-20,1.21336e-19,1.87397e-19,7.22923e-20,9.49339e-20,4.98385e-20,3.71902e-20,3.48320e-20,7.88868e-21,5.88528e-21,9.45237e-21
 257.763,1.03989e-18,1.80933e-19,1.79399e-19, 2.03650e-37, 2.03650e-37,2.51152e-31,4.79770e-24,4.74241e-24,1.50047e-22,1.32735e-20,1.03385e-20,1.39364e-20,5.13341e-20,2.85704e-20,3.18863e-20,2.91525e-19,1.23948e-19,7.60272e-20,4.32784e-19,9.77461e-20,1.19742e-19,1.91228e-19,7.35182e-20,9.73892e-20,5.14214e-20,3.81204e-20,3.57054e-20,8.31789e-21,6.16864e-21,9.76939e-21
 257.229,1.03542e-18,1.81201e-19,1.80045e-19, 1.50440e-37, 1.50440e-37,2.03449e-31,4.21645e-24,4.16989e-24,1.36419e-22,1.25904e-20,9.90207e-21,1.33805e-20,4.89730e-20,2.76514e-20,3.11184e-20,2.85539e-19,1.24355e-19,7.63932e-20,4.31473e-19,9.68722e-20,1.18085e-19,1.95029e-19,7.46240e-20,1.00209e-19,5.30427e-20,3.88850e-20,3.66782e-20,8.76692e-21,6.47209e-21,1.00918e-20
 256.696,1.03085e-18,1.81098e-19,1.80538e-19, 1.11003e-37, 1.11003e-37,1.64663e-31,3.70300e-24,3.66383e-24,1.23958e-22,1.19369e-20,9.47268e-21,1.25262e-20,4.66933e-20,2.67391e-20,3.02602e-20,2.79520e-19,1.23274e-19,7.48863e-20,4.29959e-19,9.73233e-20,1.16658e-19,1.98794e-19,7.54056e-20,1.03817e-19,5.47030e-20,3.98923e-20,3.76523e-20,9.23646e-21,6.78158e-21,1.04202e-20
 256.166,1.02618e-18,1.79681e-19,1.82221e-19, 8.18100e-38, 8.18100e-38,1.33156e-31,3.24976e-24,3.21644e-24,1.12570e-22,1.13121e-20,9.06760e-21,1.21616e-20,4.44940e-20,2.59518e-20,2.95293e-20,2.73477e-19,1.21530e-19,7.31940e-20,4.28244e-19,9.58256e-20,1.16483e-19,2.02519e-19,7.64885e-20,1.08019e-19,5.64027e-20,4.09466e-20,3.84131e-20,9.72723e-21,7.09727e-21,1.07390e-20
 255.638,1.02142e-18,1.78633e-19,1.83028e-19, 6.02244e-38, 6.02244e-38,1.07583e-31,2.84996e-24,2.82183e-24,1.02169e-22,1.07150e-20,8.67418e-21,1.15714e-20,4.23736e-20,2.51597e-20,2.88356e-20,2.67415e-19,1.19721e-19,7.17149e-20,4.26331e-19,9.50929e-20,1.15871e-19,2.06199e-19,7.74539e-20,1.10853e-19,5.81420e-20,4.20852e-20,3.94203e-20,1.02399e-20,7.44533e-21,1.10590e-20
 255.112,1.01657e-18,1.77575e-19,1.83106e-19, 4.42827e-38, 4.42827e-38,8.68465e-32,2.49756e-24,2.47396e-24,9.26753e-23,1.01448e-20,8.31105e-21,1.11922e-20,4.03308e-20,2.42010e-20,2.81260e-20,2.61343e-19,1.17978e-19,7.15020e-20,4.24222e-19,9.43194e-20,1.14925e-19,2.09829e-19,7.83881e-20,1.11922e-19,5.99213e-20,4.31005e-20,4.04312e-20,1.07753e-20,7.80792e-21,1.13989e-20
 254.588,1.01163e-18,1.77910e-19,1.82246e-19, 3.25232e-38, 3.25232e-38,7.00458e-32,2.18716e-24,2.16739e-24,8.40151e-23,9.60050e-21,7.95468e-21,1.08316e-20,3.83642e-20,2.33216e-20,2.74648e-20,2.55267e-19,1.17589e-19,7.19352e-20,4.21921e-19,9.42509e-20,1.10622e-19,2.13404e-19,7.94597e-20,1.14368e-19,6.17410e-20,4.41992e-20,4.13749e-20,1.13342e-20,8.16870e-21,1.17436e-20
 254.066,1.00662e-18,1.78844e-19,1.81653e-19, 2.38587e-38, 2.38587e-38,5.64461e-32,1.91396e-24,1.89744e-24,7.61199e-23,9.08119e-21,7.60064e-21,1.04199e-20,3.64724e-20,2.25279e-20,2.67865e-20,2.49194e-19,1.16782e-19,7.20564e-20,4.19431e-19,9.56269e-20,1.06736e-19,2.16920e-19,8.06904e-20,1.16804e-19,6.36013e-20,4.53168e-20,4.23968e-20,1.19172e-20,8.52925e-21,1.20984e-20
 253.546,1.00152e-18,1.76710e-19,1.82844e-19, 1.74823e-38, 1.74823e-38,4.54473e-32,1.67368e-24,1.66001e-24,6.89055e-23,8.58602e-21,7.24406e-21,1.00562e-20,3.46537e-20,2.16277e-20,2.59081e-20,2.43130e-19,1.14059e-19,7.18612e-20,4.16755e-19,9.43736e-20,1.06401e-19,2.20371e-19,8.09516e-20,1.19034e-19,6.55025e-20,4.64534e-20,4.29882e-20,1.25251e-20,8.90055e-21,1.25415e-20
 253.029,9.96357e-19,1.74437e-19,1.82269e-19, 1.27951e-38, 1.27951e-38,3.65598e-32,1.46250e-24,1.45124e-24,6.23086e-23,8.11409e-21,6.89881e-21,9.70028e-21,3.29065e-20,2.07024e-20,2.52914e-20,2.37082e-19,1.09965e-19,7.09487e-20,4.13897e-19,9.39482e-20,1.05582e-19,2.23753e-19,8.17465e-20,1.19253e-19,6.74447e-20,4.75922e-20,4.38039e-20,1.31587e-20,9.28140e-21,1.29219e-20
 252.514,9.91120e-19,1.73305e-19,1.79308e-19, 9.35378e-39, 9.35378e-39,2.93848e-32,1.27705e-24,1.26766e-24,5.63091e-23,7.66456e-21,6.55591e-21,9.29653e-21,3.12293e-20,1.98108e-20,2.44026e-20,2.31056e-19,1.07812e-19,6.98849e-20,4.10861e-19,9.32802e-20,1.01102e-19,2.27062e-19,8.24965e-20,1.19129e-19,6.94282e-20,4.87395e-20,4.46342e-20,1.38189e-20,9.65324e-21,1.34147e-20
 252.000,9.85817e-19,1.72743e-19,1.80948e-19, 6.83008e-39, 6.83008e-39,2.35974e-32,1.11429e-24,1.10648e-24,5.10341e-23,7.23658e-21,6.23440e-21,8.71770e-21,2.96204e-20,1.90075e-20,2.36162e-20,2.25058e-19,1.06426e-19,6.90056e-20,4.07651e-19,9.26139e-20,1.00871e-19,2.30292e-19,8.33863e-20,1.22206e-19,7.14531e-20,4.98137e-20,4.52030e-20,1.45062e-20,1.00825e-20,1.39285e-20
 251.489,9.80453e-19,1.71696e-19,1.82250e-19, 4.98151e-39, 4.98151e-39,1.89333e-32,9.71568e-25,9.65076e-25,4.62327e-23,6.82935e-21,5.92794e-21,8.16024e-21,2.80780e-20,1.82153e-20,2.29833e-20,2.19093e-19,1.03930e-19,6.84501e-20,4.04271e-19,9.20851e-20,9.92507e-20,2.33438e-19,8.44622e-20,1.25740e-19,7.35195e-20,5.08601e-20,4.54692e-20,1.52217e-20,1.05337e-20,1.43594e-20
 250.980,9.75031e-19,1.70188e-19,1.81415e-19, 3.62904e-39, 3.62904e-39,1.51779e-32,8.46504e-25,8.41112e-25,4.18646e-23,6.44205e-21,5.63241e-21,7.80450e-21,2.66005e-20,1.73921e-20,2.23505e-20,2.13169e-19,1.01326e-19,6.78550e-20,4.00727e-19,9.16754e-20,9.70833e-20,2.36498e-19,8.45163e-20,1.26558e-19,7.56274e-20,5.19098e-20,4.57205e-20,1.59659e-20,1.09905e-20,1.46369e-20
 250.473,9.69555e-19,1.68611e-19,1.80556e-19, 2.64070e-39, 2.64070e-39,1.21568e-32,7.36996e-25,7.32522e-25,3.78928e-23,6.07391e-21,5.34745e-21,7.33711e-21,2.51861e-20,1.65960e-20,2.17164e-20,2.07289e-19,9.83771e-20,6.76586e-20,3.97024e-19,9.10374e-20,9.37655e-20,2.39465e-19,8.49942e-20,1.27943e-19,7.77769e-20,5.29621e-20,4.59227e-20,1.67399e-20,1.14404e-20,1.50712e-20
 249.968,9.64030e-19,1.67541e-19,1.80556e-19, 1.91929e-39, 1.91929e-39,9.72861e-33,6.41180e-25,6.37472e-25,3.60459e-23,5.72415e-21,5.07277e-21,7.06032e-21,2.38331e-20,1.58519e-20,2.10954e-20,2.01460e-19,9.59632e-20,6.65743e-20,3.93165e-19,9.04556e-20,9.23975e-20,2.42336e-19,8.55590e-20,1.29220e-19,7.99680e-20,5.42204e-20,4.67756e-20,1.75442e-20,1.19024e-20,1.58238e-20
 249.465,9.58460e-19,1.66294e-19,1.82430e-19, 1.39335e-39, 1.39335e-39,7.77864e-33,5.57408e-25,5.54337e-25,3.42865e-23,5.39205e-21,4.80855e-21,6.79048e-21,2.25396e-20,1.51817e-20,2.04582e-20,1.95685e-19,9.32806e-20,6.57782e-20,3.89156e-19,8.97095e-20,9.24744e-20,2.45106e-19,8.60945e-20,1.31827e-19,8.22005e-20,5.55444e-20,4.77956e-20,1.83798e-20,1.23871e-20,1.65884e-20
 248.964,9.52849e-19,1.65043e-19,1.82478e-19, 1.01036e-39, 1.01036e-39,6.21412e-33,4.84221e-25,4.81680e-25,3.25480e-23,5.07686e-21,4.55306e-21,6.52760e-21,2.13039e-20,1.45347e-20,1.98369e-20,1.89971e-19,8.97118e-20,6.50562e-20,3.85003e-19,8.99950e-20,9.22531e-20,2.47772e-19,8.65702e-20,1.32091e-19,8.44743e-20,5.65670e-20,4.88636e-20,1.92474e-20,1.28756e-20,1.68361e-20
 248.465,9.47201e-19,1.64701e-19,1.80454e-19, 7.31791e-40, 7.31791e-40,4.95995e-33,4.20329e-25,4.18227e-25,3.08860e-23,4.77788e-21,4.30629e-21,6.28648e-21,2.01243e-20,1.39027e-20,1.92205e-20,1.84321e-19,8.67914e-20,6.71473e-20,3.80712e-19,9.12487e-20,9.12714e-20,2.50329e-19,8.69849e-20,1.28556e-19,8.67892e-20,5.75295e-20,4.98966e-20,2.01478e-20,1.33962e-20,1.72939e-20
 247.968,9.41520e-19,1.64127e-19,1.79534e-19, 5.29413e-40, 5.29413e-40,3.95547e-33,3.64594e-25,3.62858e-25,2.90775e-23,4.49443e-21,4.07751e-21,6.05412e-21,1.89990e-20,1.32759e-20,1.86098e-20,1.78739e-19,8.40382e-20,6.54222e-20,3.76287e-19,9.16846e-20,9.17334e-20,2.52774e-19,8.75996e-20,1.27347e-19,8.91451e-20,5.83846e-20,5.11662e-20,2.10818e-20,1.39235e-20,1.78687e-20
 247.473,9.35811e-19,1.63626e-19,1.78342e-19, 3.82558e-40, 3.82558e-40,3.15603e-33,3.16012e-25,3.14578e-25,2.63102e-23,4.22584e-21,3.85337e-21,5.78076e-21,1.79261e-20,1.26496e-20,1.80786e-20,1.73230e-19,8.11307e-20,6.40681e-20,3.71735e-19,9.10837e-20,9.06455e-20,2.55102e-19,8.92137e-20,1.26549e-19,9.15416e-20,5.95976e-20,5.26232e-20,2.20503e-20,1.44661e-20,1.84541e-20
 246.980,9.30078e-19,1.62521e-19,1.77403e-19, 2.76119e-40, 2.76119e-40,2.55088e-33,2.73696e-25,2.72515e-25,2.37956e-23,3.97146e-21,3.63952e-21,5.54014e-21,1.69040e-20,1.20432e-20,1.74779e-20,1.67798e-19,7.79433e-20,6.37107e-20,3.67061e-19,9.03051e-20,9.11329e-20,2.57312e-19,9.01554e-20,1.24903e-19,9.39783e-20,6.05893e-20,5.29878e-20,2.30539e-20,1.50214e-20,1.90503e-20
 246.489,9.24325e-19,1.60750e-19,1.77934e-19, 1.99064e-40, 1.99064e-40,2.06017e-33,2.36868e-25,2.35894e-25,2.15117e-23,3.73066e-21,3.43572e-21,5.29645e-21,1.59310e-20,1.14569e-20,1.68824e-20,1.62445e-19,7.46877e-20,6.31004e-20,3.62272e-19,8.90434e-20,8.97274e-20,2.59398e-19,9.02437e-20,1.26529e-19,9.64549e-20,6.16765e-20,5.40255e-20,2.40934e-20,1.55795e-20,1.96570e-20
 246.000,9.18556e-19,1.59081e-19,1.78756e-19, 1.43345e-40, 1.43345e-40,1.66258e-33,2.04839e-25,2.04038e-25,1.94386e-23,3.50284e-21,3.24071e-21,5.06091e-21,1.50052e-20,1.08905e-20,1.62957e-20,1.57176e-19,7.15571e-20,6.29335e-20,3.57373e-19,8.77547e-20,8.85469e-20,2.61359e-19,9.01059e-20,1.28172e-19,9.89710e-20,6.30601e-20,5.50658e-20,2.51697e-20,1.61442e-20,2.00287e-20
 245.513,9.12775e-19,1.59113e-19,1.79905e-19, 1.03103e-40, 1.03103e-40,1.34068e-33,1.77006e-25,1.76347e-25,1.75577e-23,3.28741e-21,3.05468e-21,4.83339e-21,1.41249e-20,1.03440e-20,1.57183e-20,1.51993e-19,7.00494e-20,6.21343e-20,3.52371e-19,8.83090e-20,8.78908e-20,2.63190e-19,8.98981e-20,1.30137e-19,1.01526e-19,6.42981e-20,5.61084e-20,2.62834e-20,1.67142e-20,2.06410e-20
 245.028,9.06987e-19,1.59942e-19,1.80533e-19, 7.40722e-41, 7.40722e-41,1.07396e-33,1.52838e-25,1.52297e-25,1.58521e-23,3.08381e-21,2.87737e-21,4.61375e-21,1.32886e-20,9.82236e-21,1.51479e-20,1.46899e-19,6.84128e-20,6.09467e-20,3.47272e-19,8.93397e-20,8.76406e-20,2.64890e-19,9.05474e-20,1.31137e-19,1.04119e-19,6.57033e-20,5.73851e-20,2.74353e-20,1.72887e-20,2.13566e-20
 244.545,9.01196e-19,1.60574e-19,1.82397e-19, 5.31539e-41, 5.31539e-41,8.54400e-34,1.31868e-25,1.31424e-25,1.43063e-23,2.89147e-21,2.70855e-21,4.40187e-21,1.24946e-20,9.32655e-21,1.45493e-20,1.41897e-19,6.67280e-20,6.03954e-20,3.42082e-19,9.01041e-20,8.77279e-20,2.66455e-19,9.13099e-20,1.33473e-19,1.06750e-19,6.67951e-20,5.82479e-20,2.86262e-20,1.78665e-20,2.20465e-20
 244.063,8.95405e-19,1.59653e-19,1.82627e-19, 3.80988e-41, 3.80988e-41,6.79155e-34,1.13687e-25,1.13324e-25,1.29060e-23,2.70987e-21,2.54795e-21,4.19760e-21,1.17411e-20,8.84809e-21,1.40076e-20,1.36988e-19,6.39575e-20,5.95676e-20,3.36808e-19,9.05393e-20,8.75451e-20,2.67884e-19,9.04006e-20,1.33705e-19,1.09418e-19,6.78524e-20,5.94504e-20,2.98567e-20,1.84453e-20,2.26867e-20
 243.584,8.89620e-19,1.59481e-19,1.83107e-19, 2.72761e-41, 2.72761e-41,5.39404e-34,9.79375e-26,9.76396e-26,1.16381e-23,2.53850e-21,2.39531e-21,4.00079e-21,1.10267e-20,8.38493e-21,1.34768e-20,1.32176e-19,6.24435e-20,5.89609e-20,3.31455e-19,9.00085e-20,8.72138e-20,2.69174e-19,9.11173e-20,1.34125e-19,1.12122e-19,6.85057e-20,6.08391e-20,3.11274e-20,1.90235e-20,2.36029e-20
 243.106,8.83843e-19,1.56444e-19,1.83490e-19, 1.95052e-41, 1.95052e-41,4.28051e-34,8.43040e-26,8.40602e-26,1.04907e-23,2.37687e-21,2.25036e-21,3.81130e-21,1.03497e-20,7.92108e-21,1.29842e-20,1.27462e-19,6.03945e-20,5.83338e-20,3.26031e-19,8.87047e-20,8.64660e-20,2.70323e-19,8.79305e-20,1.34855e-19,1.14861e-19,6.91016e-20,6.18761e-20,3.24392e-20,1.96018e-20,2.43256e-20
 242.631,8.78079e-19,1.56612e-19,1.82517e-19, 1.39321e-41, 1.39321e-41,3.39402e-34,7.25117e-26,7.23125e-26,9.56011e-24,2.22450e-21,2.11280e-21,3.63090e-21,9.70867e-21,7.47771e-21,1.24883e-20,1.22848e-19,5.79396e-20,5.78568e-20,3.20541e-19,8.95614e-20,8.56827e-20,2.71329e-19,8.81003e-20,1.33729e-19,1.17635e-19,7.01085e-20,6.27984e-20,3.37926e-20,2.02909e-20,2.50467e-20
 242.157,8.72332e-19,1.56653e-19,1.79435e-19, 9.93975e-42, 9.93975e-42,2.68887e-34,6.23201e-26,6.21577e-26,8.80889e-24,2.08093e-21,1.98228e-21,3.46359e-21,9.10201e-21,7.05376e-21,1.20235e-20,1.18335e-19,5.54176e-20,5.77382e-20,3.14992e-19,9.02372e-20,8.47555e-20,2.72192e-19,8.81954e-20,1.29632e-19,1.20442e-19,7.10880e-20,6.36969e-20,3.51882e-20,2.09928e-20,2.57192e-20
 241.685,8.66606e-19,1.57111e-19,1.78292e-19, 7.08324e-42, 7.08324e-42,2.12845e-34,5.35188e-26,5.33865e-26,8.11367e-24,1.94572e-21,1.85869e-21,3.30235e-21,8.52830e-21,6.65735e-21,1.15330e-20,1.13924e-19,5.36925e-20,5.64469e-20,3.09391e-19,9.02709e-20,8.40024e-20,2.72909e-19,8.91046e-20,1.28635e-19,1.23282e-19,7.20670e-20,6.44655e-20,3.66266e-20,2.17071e-20,2.64374e-20
 241.214,8.60904e-19,1.58047e-19,1.78323e-19, 5.04179e-42, 5.04179e-42,1.68343e-34,4.59242e-26,4.58166e-26,7.47054e-24,1.81846e-21,1.74216e-21,3.14707e-21,7.98611e-21,6.28719e-21,1.10747e-20,1.09616e-19,5.13114e-20,5.57380e-20,3.03742e-19,9.14050e-20,8.32927e-20,2.73480e-19,9.00828e-20,1.28817e-19,1.26153e-19,7.30091e-20,6.55042e-20,3.81085e-20,2.24335e-20,2.71554e-20
 240.746,8.55231e-19,1.58494e-19,1.77777e-19, 3.58454e-42, 3.58454e-42,1.33034e-34,3.93761e-26,3.92887e-26,6.87584e-24,1.69873e-21,1.63223e-21,2.99762e-21,7.47403e-21,5.92716e-21,1.06687e-20,1.05413e-19,4.94746e-20,5.49861e-20,2.98054e-19,9.23802e-20,8.38951e-20,2.73904e-19,8.98431e-20,1.27325e-19,1.29054e-19,7.41091e-20,6.65630e-20,3.96343e-20,2.31715e-20,2.78885e-20
 240.279,8.49590e-19,1.58420e-19,1.77183e-19, 2.54553e-42, 2.54553e-42,1.05043e-34,3.37348e-26,3.36638e-26,6.32617e-24,1.58615e-21,1.52826e-21,2.85386e-21,6.99072e-21,5.58215e-21,1.01953e-20,1.01314e-19,4.76874e-20,5.41013e-20,2.92331e-19,9.17194e-20,8.45943e-20,2.74180e-19,9.01378e-20,1.25535e-19,1.31984e-19,7.53654e-20,6.77118e-20,4.12045e-20,2.39206e-20,2.92310e-20
 239.815,8.43985e-19,1.58332e-19,1.78120e-19, 1.80559e-42, 1.80559e-42,8.28729e-35,2.88786e-26,2.88211e-26,5.81830e-24,1.48035e-21,1.43000e-21,2.71588e-21,6.53486e-21,5.26206e-21,9.73688e-21,9.73200e-20,4.62597e-20,5.30376e-20,2.86581e-19,9.14588e-20,8.49527e-20,2.74308e-19,8.97250e-20,1.26166e-19,1.34941e-19,7.66471e-20,6.90790e-20,4.28196e-20,2.46803e-20,3.00816e-20
 239.352,8.38419e-19,1.57558e-19,1.78460e-19, 1.27925e-42, 1.27925e-42,6.52779e-35,2.47017e-26,2.46551e-26,5.34926e-24,1.38096e-21,1.33611e-21,2.58904e-21,6.10517e-21,4.95608e-21,9.31989e-21,9.34315e-20,4.29032e-20,5.19531e-20,2.80808e-19,9.08639e-20,8.53808e-20,2.74289e-19,8.94768e-20,1.26136e-19,1.37925e-19,7.77646e-20,6.99955e-20,4.44800e-20,2.54500e-20,3.09152e-20
 238.891,8.32896e-19,1.57479e-19,1.76804e-19, 9.05295e-43, 9.05295e-43,5.13696e-35,2.11119e-26,2.10743e-26,4.91626e-24,1.28764e-21,1.24790e-21,2.46696e-21,5.70042e-21,4.66363e-21,8.97531e-21,8.96484e-20,4.16287e-20,5.08475e-20,2.75019e-19,9.02085e-20,8.57412e-20,2.74121e-19,8.92020e-20,1.23045e-19,1.40933e-19,7.91258e-20,7.13246e-20,4.61861e-20,2.62310e-20,3.17561e-20
 238.431,8.27419e-19,1.58095e-19,1.74763e-19, 6.39912e-43, 6.39912e-43,4.03903e-35,1.80293e-26,1.79989e-26,4.51668e-24,1.20008e-21,1.16567e-21,2.34899e-21,5.31941e-21,4.38468e-21,8.58441e-21,8.59704e-20,3.94150e-20,5.06119e-20,2.69220e-19,8.97962e-20,8.36254e-20,2.73806e-19,9.02225e-20,1.20020e-19,1.43965e-19,8.05344e-20,7.37965e-20,4.79383e-20,2.70314e-20,3.25147e-20
 237.974,8.21991e-19,1.58302e-19,1.76039e-19, 4.51800e-43, 4.51800e-43,3.17307e-35,1.53843e-26,1.53597e-26,4.14810e-24,1.11795e-21,1.08820e-21,2.23525e-21,4.96097e-21,4.11900e-21,8.20112e-21,8.23974e-20,3.80728e-20,4.96029e-20,2.63417e-19,9.02357e-20,8.43955e-20,2.73343e-19,8.93018e-20,1.20791e-19,1.47018e-19,8.18491e-20,7.49879e-20,4.97368e-20,2.78408e-20,3.34794e-20
 237.518,8.16617e-19,1.60010e-19,1.75041e-19, 3.18616e-43, 3.18616e-43,2.49065e-35,1.31167e-26,1.30969e-26,3.80825e-24,1.04096e-21,1.01527e-21,2.12603e-21,4.62399e-21,3.86625e-21,7.82815e-21,7.89287e-20,3.70174e-20,4.90409e-20,2.57615e-19,8.96488e-20,8.50622e-20,2.72735e-19,9.20757e-20,1.18059e-19,1.50091e-19,8.29381e-20,7.61411e-20,5.15819e-20,2.86928e-20,3.46024e-20
 237.063,8.11298e-19,1.60331e-19,1.75599e-19, 2.24433e-43, 2.24433e-43,1.95728e-35,1.11742e-26,1.11582e-26,3.49501e-24,9.68824e-22,9.46658e-22,2.02116e-21,4.30740e-21,3.62606e-21,7.46737e-21,7.55639e-20,3.57200e-20,4.86975e-20,2.51819e-19,8.84761e-20,8.55269e-20,2.71982e-19,9.26205e-20,1.17800e-19,1.53183e-19,8.44575e-20,7.72789e-20,5.34739e-20,2.96062e-20,3.52129e-20
 236.611,8.06038e-19,1.61195e-19,1.76283e-19, 1.57907e-43, 1.57907e-43,1.54457e-35,9.51160e-27,9.49876e-27,3.20642e-24,9.01267e-22,8.82168e-22,1.91257e-21,4.01014e-21,3.39805e-21,7.12954e-21,7.23022e-20,3.37830e-20,4.83207e-20,2.46035e-19,8.88288e-20,8.52772e-20,2.71085e-19,9.29984e-20,1.18194e-19,1.56291e-19,8.57856e-20,7.83696e-20,5.54128e-20,3.05275e-20,3.60914e-20
 236.160,8.00840e-19,1.60891e-19,1.74985e-19, 1.10972e-43, 1.10972e-43,1.21789e-35,8.08973e-27,8.07936e-27,2.94063e-24,8.38032e-22,8.21595e-22,1.80277e-21,3.73123e-21,3.18183e-21,6.80907e-21,6.91426e-20,3.27878e-20,4.72240e-20,2.40269e-19,8.75169e-20,8.48151e-20,2.70046e-19,9.25657e-20,1.15965e-19,1.59413e-19,8.70981e-20,7.95228e-20,5.73988e-20,3.14046e-20,3.70742e-20
 235.711,7.95706e-19,1.60697e-19,1.74367e-19, 7.78966e-44, 7.78966e-44,9.59530e-36,6.87477e-27,6.86639e-27,2.69595e-24,7.78873e-22,7.64744e-22,1.71771e-21,3.46970e-21,2.97700e-21,6.48067e-21,6.60841e-20,3.17840e-20,4.70073e-20,2.34525e-19,8.70088e-20,8.43514e-20,2.68867e-19,9.15460e-20,1.13584e-19,1.62549e-19,8.84103e-20,8.12266e-20,5.94320e-20,3.21927e-20,3.91782e-20
 235.264,7.90639e-19,1.60492e-19,1.72787e-19, 5.46163e-44, 5.46163e-44,7.55366e-36,5.83746e-27,5.83070e-27,2.47079e-24,7.23554e-22,7.11423e-22,1.63585e-21,3.22461e-21,2.78317e-21,6.14399e-21,6.31256e-20,3.06723e-20,4.66371e-20,2.28808e-19,8.54215e-20,8.41693e-20,2.67550e-19,9.14796e-20,1.10889e-19,1.65696e-19,8.97214e-20,8.17150e-20,6.15122e-20,3.30655e-20,3.97687e-20
 234.819,7.85642e-19,1.60968e-19,1.72180e-19, 3.82491e-44, 3.82491e-44,5.94163e-36,4.95257e-27,4.94712e-27,2.26366e-24,6.71852e-22,6.61448e-22,1.55713e-21,2.99510e-21,2.59992e-21,5.83432e-21,6.02659e-20,2.97398e-20,4.63996e-20,2.23123e-19,8.56744e-20,8.34225e-20,2.66096e-19,9.08393e-20,1.09821e-19,1.68851e-19,9.10310e-20,8.25145e-20,6.36395e-20,3.37733e-20,4.03477e-20
 234.375,7.80718e-19,1.61683e-19,1.70329e-19, 2.67558e-44, 2.67558e-44,4.66984e-36,4.19834e-27,4.19395e-27,2.07320e-24,6.23555e-22,6.14644e-22,1.48146e-21,2.78030e-21,2.42681e-21,5.50282e-21,5.75036e-20,2.88881e-20,4.54945e-20,2.17475e-19,8.45137e-20,8.26928e-20,2.64508e-19,9.19382e-20,1.06841e-19,1.72014e-19,9.22844e-20,8.34517e-20,6.58137e-20,3.44795e-20,4.11423e-20
 233.932,7.75867e-19,1.62311e-19,1.69477e-19, 1.86943e-44, 1.86943e-44,3.66731e-36,3.55603e-27,3.55250e-27,1.89697e-24,5.78461e-22,5.70837e-22,1.40478e-21,2.57941e-21,2.26051e-21,5.21030e-21,5.48372e-20,2.81029e-20,4.54757e-20,2.11867e-19,8.32228e-20,8.18618e-20,2.62789e-19,9.36704e-20,1.05193e-19,1.75181e-19,9.27422e-20,8.43266e-20,6.80347e-20,3.53300e-20,4.17994e-20
 233.492,7.71094e-19,1.61992e-19,1.69271e-19, 1.30466e-44, 1.30466e-44,2.87768e-36,3.00948e-27,3.00664e-27,1.72948e-24,5.36380e-22,5.29865e-22,1.33133e-21,2.39164e-21,2.10282e-21,4.93045e-21,5.22652e-20,2.72515e-20,4.45952e-20,2.06305e-19,8.09873e-20,8.11497e-20,2.60942e-19,9.46558e-20,1.04680e-19,1.78351e-19,9.30933e-20,8.52834e-20,7.03022e-20,3.61807e-20,4.26775e-20
 233.053,7.66399e-19,1.61329e-19,1.70019e-19, 9.09458e-45, 9.09458e-45,2.25624e-36,2.54482e-27,2.54254e-27,1.57609e-24,4.97129e-22,4.91568e-22,1.26113e-21,2.21624e-21,1.95486e-21,4.66291e-21,4.97859e-20,2.62519e-20,4.36540e-20,2.00793e-19,8.02993e-20,8.04835e-20,2.58969e-19,9.37957e-20,1.04970e-19,1.81522e-19,9.33639e-20,8.68097e-20,7.26158e-20,3.70305e-20,4.41024e-20
